prism_consumer_id,prism_account_id,memo,amount,posted_date,category
3423,acc_7006,ATM_CASH,1.0,2023-02-06,ATM_CASH
3337,acc_6920,PURCHASE AUTHORIZED ON 10/17 MITCHELL'S MERCANT COTTAGE GROVE OR SXXXXXXXXXXXXXXX CARD XXXX,8.41,2022-10-18,FOOD_AND_BEVERAGES
388,acc_1158,LOAN,567.36,2022-09-02,LOAN
1344,acc_3757,INSURANCE,457.15,2022-02-22,INSURANCE
4904,acc_8487,PAPA MURPHY'S W KINGSTON WA                  02/25,21.8,2021-02-25,FOOD_AND_BEVERAGES
1501,acc_4176,YouTubePremi g.co/helppay# CA 01/28,22.99,2023-01-30,GENERAL_MERCHANDISE
4494,acc_8077,Central Cents Withdrawal Transferred to Acct#: XXXXXX,0.78,2022-04-15,GENERAL_MERCHANDISE
4778,acc_8361,32 Market,2.85,2022-03-13,GROCERIES
5367,acc_8950,AUTOMOTIVE,29.18,2022-11-09,AUTOMOTIVE
32,acc_91,AUTOMOTIVE,9.08,2022-01-12,AUTOMOTIVE
1299,acc_3636,Panera Bread,19.94,2022-08-08,FOOD_AND_BEVERAGES
167,acc_481,AUTOMOTIVE,17.36,2022-11-02,AUTOMOTIVE
4778,acc_8361,McDonald's,15.69,2021-06-20,FOOD_AND_BEVERAGES
5857,acc_9440,CREDIT_CARD_PAYMENT,150.0,2022-01-14,CREDIT_CARD_PAYMENT
2922,acc_6505,AUTOMOTIVE,1.9,2022-08-10,AUTOMOTIVE
934,acc_2666,RECURRING PAYMENT AUTHORIZED ON 10/04 NOGGIN 844-664-446 NOGGIN.COM NY SXXXXXXXXXXXXXXX CARD XXXX,7.99,2022-10-05,GENERAL_MERCHANDISE
1231,acc_3475,UNCATEGORIZED,49.95,2022-01-07,UNCATEGORIZED
1091,acc_3088,CHECKCARD XXXX NATURES JUICE WALNUT CA XXXXXXXXXXXXXXXXXXXXXXX,9.5,2021-06-28,FOOD_AND_BEVERAGES
1241,acc_3502,HOME_IMPROVEMENT,21.75,2020-11-30,HOME_IMPROVEMENT
331,acc_985,EXTERNAL_TRANSFER,0.68,2021-11-03,EXTERNAL_TRANSFER
5640,acc_9223,EXTERNAL_TRANSFER,16.0,2021-04-09,EXTERNAL_TRANSFER
3774,acc_7357,"DEBIT CARD PURCHASE AT DEL TACO XXXX, DESTIN, FL ON XXXXXX FROM CARD#: XXXXXXXXXXXXXXXX",8.52,2023-06-29,FOOD_AND_BEVERAGES
4156,acc_7739,OVERDRAFT ITEM FEE FOR ACTIVITY OF 03-15 ELECTRONIC TRANSACTION POSTING DATE 03-15-22 POSTING SEQ XXXXX,35.0,2022-03-15,OVERDRAFT
852,acc_2456,CREDIT_CARD_PAYMENT,75.0,2022-10-03,CREDIT_CARD_PAYMENT
818,acc_2355,PURCHASE AUTHORIZED ON 06/02 DD DOORDASH MR.YOU CA SXXXXXXXXXXXXXXX CARD XXXX,14.97,2022-06-06,FOOD_AND_BEVERAGES
4392,acc_7975,PP*APPLE.COM/BILL XXX-XXX-XXXX CA            07/20,5.29,2022-07-21,GENERAL_MERCHANDISE
5379,acc_8962,AUTOMOTIVE,20.02,2022-08-23,AUTOMOTIVE
4041,acc_7624,EXTERNAL_TRANSFER,5.98,2021-08-02,EXTERNAL_TRANSFER
3096,acc_6679,DELTA AIR SERVICE FEE ATLANTA GA 11/10,5.0,2022-11-14,TRAVEL
453,acc_1329,XXXXXXXXXXXX JACK''S #265,18.16,2021-02-15,FOOD_AND_BEVERAGES
1195,acc_3374,CREDIT_CARD_PAYMENT,138.0,2022-06-10,CREDIT_CARD_PAYMENT
4510,acc_8093,ENTERTAINMENT,50.0,2022-10-24,ENTERTAINMENT
4673,acc_8256,"Amazon Music XXX-XXX-XXXX, WA, USA",9.88,2022-08-31,GENERAL_MERCHANDISE
5844,acc_9427,PURCHASE AUTHORIZED ON 12/13 DOORDASH*CHICK-FIL WWW.DOORDASH. CA SXXXXXXXXXXXXXXX CARD XXXX,35.48,2021-12-15,FOOD_AND_BEVERAGES
1733,acc_4803,EXTERNAL_TRANSFER,750.0,2022-03-07,EXTERNAL_TRANSFER
282,acc_864,UNCATEGORIZED,150.0,2020-12-01,UNCATEGORIZED
3778,acc_7361,EXTERNAL_TRANSFER,380.0,2022-11-16,EXTERNAL_TRANSFER
4306,acc_7889,Withdrawal #XXXXXX / WM SUPERCENTER # Wal-Mart Super Cent DALLAS (E) TX %% Card 15 #XXXX,9.63,2021-11-21,GENERAL_MERCHANDISE
4309,acc_7892,AUTOMOTIVE,21.0,2022-09-07,AUTOMOTIVE
2307,acc_5890,ESSENTIAL_SERVICES,22.08,2023-01-22,ESSENTIAL_SERVICES
4442,acc_8025,EXTERNAL_TRANSFER,9.0,2021-04-12,EXTERNAL_TRANSFER
5801,acc_9384,SELF_TRANSFER,0.14,2022-07-22,SELF_TRANSFER
420,acc_1248,LA CABANA RESTAURANT TAMPA FL 04/11,100.76,2021-04-12,FOOD_AND_BEVERAGES
2130,acc_5713,CHECKCARD XXXX HIDEAWAY BAR AND GRILL PHOENIX AZ XXXXXXXXXXXXXXXXXXXXXXX,9.5,2022-10-17,FOOD_AND_BEVERAGES
423,acc_1256,INSURANCE,30.0,2022-07-19,INSURANCE
3014,acc_6597,Dollar General,2.0,2023-01-02,GENERAL_MERCHANDISE
5621,acc_9204,THOMAS CUISINE 72 VANCOUVER WA,10.71,2022-08-01,FOOD_AND_BEVERAGES
248,acc_738,EXTERNAL_TRANSFER,4.43,2021-01-04,EXTERNAL_TRANSFER
3708,acc_7291,EXTERNAL_TRANSFER,585.8,2023-03-08,EXTERNAL_TRANSFER
4442,acc_8025,PURCHASE AUTHORIZED ON 06/04 EXPEDIA XXXXXXXXXX EXPEDIA.COM WA SXXXXXXXXXXXXXXX CARD XXXX,83.54,2021-06-07,TRAVEL
4729,acc_8312,ATM_CASH,400.0,2022-09-28,ATM_CASH
1787,acc_4951,ATM_CASH,229.9,2023-04-26,ATM_CASH
3523,acc_7106,CHECKCARD XXXX 365 Market 888 432-329 TROY MI XXXXXXXXXXXXXXXXXXXXXXX,3.12,2022-06-06,GROCERIES
1928,acc_5384,ATM_CASH,100.0,2022-05-04,ATM_CASH
4803,acc_8386,XXXXXX POS PURCHASE 12/25 03:55 CASH APP*PATRICK XXXXXXXXXX CA XXXXXXXX XXXXXX,30.0,2020-12-28,GENERAL_MERCHANDISE
1495,acc_4159,ATM_CASH,301.59,2021-11-30,ATM_CASH
1228,acc_3466,7-Eleven,16.13,2021-03-29,GENERAL_MERCHANDISE
1207,acc_3413,EXTERNAL_TRANSFER,4.4,2022-11-21,EXTERNAL_TRANSFER
1045,acc_2952,EXTERNAL_TRANSFER,2.99,2021-02-12,EXTERNAL_TRANSFER
164,acc_476,ATM_CASH,300.0,2023-03-17,ATM_CASH
3538,acc_7121,SELF_TRANSFER,0.56,2023-02-08,SELF_TRANSFER
1528,acc_4242,ATM_CASH,480.0,2021-12-22,ATM_CASH
4017,acc_7600,UBER   EATS HELP.UBER.COM CA                 09/26,38.56,2022-09-26,TRAVEL
3484,acc_7067,ATM_CASH,22.0,2022-10-02,ATM_CASH
5857,acc_9440,AMZN Mktp US*1O0TP41 Amzn.com/bill WA        04/23,17.27,2022-04-25,GENERAL_MERCHANDISE
4778,acc_8361,32 Market,5.36,2021-05-10,GROCERIES
2017,acc_5600,Target,28.53,2022-09-01,GROCERIES
5188,acc_8771,GAMESTOP #XXXX 01-04 LOCUST GROVE GA XXXX DEBIT CARD PURCHASE,64.19,2023-01-05,GENERAL_MERCHANDISE
391,acc_1166,Chick-fil-A,2.65,2022-12-05,FOOD_AND_BEVERAGES
4524,acc_8107,Lovely Market Dayton Tnlovely,8.48,2022-09-02,GROCERIES
4501,acc_8084,UNCATEGORIZED,40.55,2021-06-08,UNCATEGORIZED
4359,acc_7942,UNCATEGORIZED,30.0,2021-11-30,UNCATEGORIZED
4057,acc_7640,TARGET T- 916 Loganvil Bethlehem GA          10/10,77.02,2022-10-11,GROCERIES
533,acc_1576,CREDIT_CARD_PAYMENT,738.48,2021-06-23,CREDIT_CARD_PAYMENT
5862,acc_9445,APPLE.COM/BILL,27.01,2021-11-26,GENERAL_MERCHANDISE
4301,acc_7884,PURCHASE AUTHORIZED ON 06/25 B & C STEAK & BBQ DILLON SC SXXXXXXXXXXXXXXX CARD XXXX,36.8,2022-06-27,FOOD_AND_BEVERAGES
540,acc_1591,Point Of Sale Withdrawal TST* Tap Union FreeVancouver,7.0,2022-01-08,FOOD_AND_BEVERAGES
1817,acc_5029,UNCATEGORIZED,61.69,2020-12-09,UNCATEGORIZED
4434,acc_8017,RECURRING PAYMENT AUTHORIZED ON 04/01 STORAMERICA APPLE TRACIE@GUARDI CA SXXXXXXXXXXXXXXX CARD XXXX,101.0,2022-04-04,GENERAL_MERCHANDISE
5057,acc_8640,PURCHASE AUTHORIZED ON 01/25 WM SUPERC Wal-Mart Sup HOUSTON TX PXXXXXXXXXXXXXXXXX CARD XXXX,9.96,2021-01-25,GROCERIES
4531,acc_8114,UNCATEGORIZED,6.06,2022-04-21,UNCATEGORIZED
3820,acc_7403,Purchase RUM RUNNER LIQUOR,14.42,2023-01-11,FOOD_AND_BEVERAGES
2416,acc_5999,#XXXXXX GODADDY.COM XXXX North First Street San Jose CA Card 15 #XXXX,18.26,2022-10-26,GENERAL_MERCHANDISE
1149,acc_3251,PIESANOS CLERMONT CLERMONT FL 02/05,48.19,2023-02-06,FOOD_AND_BEVERAGES
1048,acc_2965,ATM_CASH,5.0,2021-08-04,ATM_CASH
183,acc_521,CREDIT_CARD_PAYMENT,13.4,2020-06-09,CREDIT_CARD_PAYMENT
3814,acc_7397,APPLE CASH 1INFINITELOOP CA 08/23,10.0,2022-08-24,GENERAL_MERCHANDISE
1055,acc_2981,EXTERNAL_TRANSFER,45.0,2021-12-07,EXTERNAL_TRANSFER
5480,acc_9063,CASH APP*DASANI JOH XXXXXXXXXX CA,100.0,2022-11-09,GENERAL_MERCHANDISE
1983,acc_5548,CREDIT_CARD_PAYMENT,1833.49,2021-10-13,CREDIT_CARD_PAYMENT
1227,acc_3463,Food Lion,10.29,2023-03-21,GROCERIES
1182,acc_3338,Publix,17.93,2022-11-14,GROCERIES
4945,acc_8528,EXTERNAL_TRANSFER,40.0,2021-06-10,EXTERNAL_TRANSFER
4401,acc_7984,Wal-Mart Super 07/29 #XXXXXXXXX PURCHASE Wal-Mart Super Ce BROOKLYN CT,0.82,2022-07-29,GROCERIES
1816,acc_5026,CHECKCARD XXXX QVC*XXXXXXXXXXXX* PA XXXXXXXXXXXXXXXXXXXXXXX,76.65,2021-06-07,GENERAL_MERCHANDISE
4626,acc_8209,ESSENTIAL_SERVICES,19.0,2022-04-29,ESSENTIAL_SERVICES
5544,acc_9127,UNCATEGORIZED,8.48,2022-11-03,UNCATEGORIZED
5461,acc_9044,AUTOMOTIVE,12.0,2022-10-21,AUTOMOTIVE
2094,acc_5677,Circle K,15.81,2023-05-31,GENERAL_MERCHANDISE
4553,acc_8136,MARIANOS VIA INSTACA HTTPSWWW.MARI CA        05/08,94.23,2022-05-09,GROCERIES
4209,acc_7792,POS PURCHASE TERMINAL XXXXXXXX AMAZON.COM*YQ4SP49 G3 SEATTLE WA XXXXXXXXXXXXXXXX 12-18-21 10:44 AM,7.09,2021-12-20,GENERAL_MERCHANDISE
4378,acc_7961,PURCHASE WITH CASH BACK $ 20.00 AUTHORIZED ON 12/28 WAL-MART #XXXX MIAMI FL PXXXXXXXXXXXXXXXXX CARD XXXX,31.56,2020-12-28,GROCERIES
5461,acc_9044,PURCHASE INTL AUTHORIZED ON 08/17 TRANSAVIA UGT82U PARAY VIEILLE FRA SXXXXXXXXXXXXXXX CARD XXXX,101.03,2022-08-18,FOOD_AND_BEVERAGES
2080,acc_5663,HEALTHCARE_MEDICAL,60.0,2022-12-30,HEALTHCARE_MEDICAL
5021,acc_8604,AMZN Mktp US*XXXXM94 Amzn.com/bill WA        07/01,28.65,2022-07-01,GENERAL_MERCHANDISE
626,acc_1831,CREDIT_CARD_PAYMENT,30.0,2022-11-22,CREDIT_CARD_PAYMENT
4353,acc_7936,Withdrawal ACH MACYS TYPE: ONLINE PMT ID: CITICTP CO: MACYS NAME: LORETTA M CHAVEZ Entry Class Code: WEBACH Trace Number: XXXXXXXXXXXXXXX,50.0,2022-02-10,GENERAL_MERCHANDISE
85,acc_242,"APPLE.COM/BILL XXX-XXX-XXXX, CA, USA",7.77,2023-03-25,GENERAL_MERCHANDISE
5774,acc_9357,EXTERNAL_TRANSFER,17.0,2021-01-06,EXTERNAL_TRANSFER
5701,acc_9284,XXXXXXXXXXXXXXX GOOGLE *King XXX-XXX-XXXX CAUS,2.19,2021-10-11,GENERAL_MERCHANDISE
356,acc_1060,HEALTHCARE_MEDICAL,1.69,2022-09-12,HEALTHCARE_MEDICAL
3830,acc_7413,SELF_TRANSFER,0.42,2022-09-19,SELF_TRANSFER
5812,acc_9395,PURCHASE AUTHORIZED ON 09/23 DRJ NORTH VISALIA VISALIA CA SXXXXXXXXXXXXXXX CARD XXXX,200.0,2022-09-26,FOOD_AND_BEVERAGES
4221,acc_7804,ATM_CASH,16.0,2021-12-20,ATM_CASH
5847,acc_9430,ENTERTAINMENT,21.19,2021-05-17,ENTERTAINMENT
2571,acc_6154,EXTERNAL_TRANSFER,3.0,2022-08-05,EXTERNAL_TRANSFER
4408,acc_7991,ENTERTAINMENT,22.5,2022-04-05,ENTERTAINMENT
256,acc_775,ESSENTIAL_SERVICES,272.49,2021-11-12,ESSENTIAL_SERVICES
419,acc_1247,CREDIT_CARD_PAYMENT,200.0,2021-10-25,CREDIT_CARD_PAYMENT
5614,acc_9197,UNCATEGORIZED,1286.89,2022-03-07,UNCATEGORIZED
3637,acc_7220,SELF_TRANSFER,0.2,2023-04-29,SELF_TRANSFER
1827,acc_5059,ESSENTIAL_SERVICES,53.99,2020-08-17,ESSENTIAL_SERVICES
4656,acc_8239,MCDONALDS FXXXXX XXXXXX,11.37,2022-03-25,FOOD_AND_BEVERAGES
326,acc_965,UNCATEGORIZED,608.13,2021-07-27,UNCATEGORIZED
1238,acc_3496,Target,35.31,2021-02-10,GROCERIES
4483,acc_8066,AUTOMOTIVE,65.58,2021-03-08,AUTOMOTIVE
4215,acc_7798,SELF_TRANSFER,0.01,2021-03-23,SELF_TRANSFER
4539,acc_8122,Shipley Willow,7.84,2021-11-05,FOOD_AND_BEVERAGES
5922,acc_9505,AE OUTF ONLINEXXXXXXXX XXX-XXXXXXX KS        02/20,40.66,2022-02-22,GENERAL_MERCHANDISE
5451,acc_9034,"Direct Debit: Float Me, Corp., Payments",1.99,2022-05-20,GENERAL_MERCHANDISE
2395,acc_5978,Dollar General,66.93,2022-07-18,GENERAL_MERCHANDISE
2900,acc_6483,PURCHASE AUTHORIZED ON 11/12 CHILI'S FONTANA FONTANA CA SXXXXXXXXXXXXXXX CARD XXXX,52.44,2022-11-14,FOOD_AND_BEVERAGES
4309,acc_7892,ATM_CASH,250.0,2022-01-04,ATM_CASH
4437,acc_8020,ACRE GOLD                  SANTA  MONICA CAXXXX XXXX,213.34,2021-08-16,FOOD_AND_BEVERAGES
676,acc_1969,Taco Bell,14.58,2021-11-05,FOOD_AND_BEVERAGES
108,acc_309,EXTERNAL_TRANSFER,3.75,2022-03-21,EXTERNAL_TRANSFER
2334,acc_5917,LOAN,128.0,2022-08-26,LOAN
4662,acc_8245,INSURANCE,17.09,2021-03-15,INSURANCE
3822,acc_7405,Amazon.com*HJ73E6GK0 Amzn.com/bill WA 04/10,28.57,2023-04-11,GENERAL_MERCHANDISE
1815,acc_5024,AUTOMOTIVE,10.5,2021-10-18,AUTOMOTIVE
2561,acc_6144,Dunkin' Donuts,2.16,2023-02-13,FOOD_AND_BEVERAGES
3651,acc_7234,SELF_TRANSFER,0.87,2022-07-19,SELF_TRANSFER
5732,acc_9315,EXTERNAL_TRANSFER,600.0,2022-06-23,EXTERNAL_TRANSFER
4638,acc_8221,ATM_CASH,335.0,2021-10-15,ATM_CASH
861,acc_2483,Recurring Debit Purchase Card XXXXhousecall Pro Httpshousecaco,137.0,2022-02-18,GENERAL_MERCHANDISE
5000,acc_8583,CHECKCARD XXXX MARKET BASKET LIQUORS LEBANON TN XXXXXXXXXXXXXXXXXXXXXXX,13.04,2022-01-03,GROCERIES
2397,acc_5980,EXTERNAL_TRANSFER,2500.0,2023-03-24,EXTERNAL_TRANSFER
5898,acc_9481,DNCSS MN TWINS CONCESS,16.65,2022-05-13,FOOD_AND_BEVERAGES
5360,acc_8943,EXTERNAL_TRANSFER,41.12,2022-02-28,EXTERNAL_TRANSFER
5524,acc_9107,AUTOMOTIVE,8.75,2022-02-17,AUTOMOTIVE
817,acc_2351,CHECKCARD XXXX KEG & KERNEL XXX-XXXXXXX IL XXXXXXXXXXXXXXXXXXXXXXX,60.0,2022-05-16,FOOD_AND_BEVERAGES
5503,acc_9086,CREDIT_CARD_PAYMENT,343.0,2022-05-09,CREDIT_CARD_PAYMENT
1338,acc_3739,Best Buy,445.18,2021-06-14,GENERAL_MERCHANDISE
3082,acc_6665,EXTERNAL_TRANSFER,100.0,2023-03-22,EXTERNAL_TRANSFER
5071,acc_8654,BNPL,17.79,2021-10-18,BNPL
1359,acc_3792,Ross Dress for Less,122.94,2022-12-01,GENERAL_MERCHANDISE
4806,acc_8389,Overdraft Item Fee,36.0,2022-11-07,OVERDRAFT
5074,acc_8657,POS Debit - Visa Check Card XXXX - REDMAN LUDWIG PC XXX-XXXXXXX,200.0,2022-08-23,GENERAL_MERCHANDISE
450,acc_1323,EXTERNAL_TRANSFER,662.34,2021-09-09,EXTERNAL_TRANSFER
3524,acc_7107,SELF_TRANSFER,0.01,2022-11-15,SELF_TRANSFER
368,acc_1093,PURCHASE AUTHORIZED ON 05/06 RIGOBERTOS MEXICAN GREEN VALLEY AZ SXXXXXXXXXXXXXXX CARD XXXX,28.4,2022-05-09,FOOD_AND_BEVERAGES
3814,acc_7397,DAIQUIRI CAFE GREENWEL BATON ROUGE LA 12/16,23.25,2022-12-19,FOOD_AND_BEVERAGES
388,acc_1158,AUTOMOTIVE,43.75,2022-07-25,AUTOMOTIVE
4872,acc_8455,SABOR TROPICAL 06/18 #XXXXXXXXX PURCHASE 969 NORMANDY DR MIAMI BEACH FL,233.04,2022-06-21,FOOD_AND_BEVERAGES
4868,acc_8451,AUTOMOTIVE,40.0,2021-08-18,AUTOMOTIVE
4483,acc_8066,LOAN,26.72,2021-02-19,LOAN
4223,acc_7806,CHECKCARD XXXX WENDY'S MESA AZ,3.24,2022-01-05,FOOD_AND_BEVERAGES
4966,acc_8549,SALSARITAS - 87 - FOUN     KNOXV ILLE    TNXXXX XXXX,31.33,2021-08-30,FOOD_AND_BEVERAGES
5331,acc_8914,Wendy's,5.41,2022-01-11,FOOD_AND_BEVERAGES
1087,acc_3079,UNCATEGORIZED,1000.0,2023-01-31,UNCATEGORIZED
1592,acc_4406,LOAN,1139.66,2022-05-12,LOAN
5052,acc_8635,EXTERNAL_TRANSFER,344.0,2021-08-16,EXTERNAL_TRANSFER
2971,acc_6554,PURCHASE AUTHORIZED ON 08/31 APPLE.COM/BILL CA SXXXXXXXXXXXXXXX CARD XXXX,14.96,2022-09-01,GENERAL_MERCHANDISE
975,acc_2760,SELF_TRANSFER,25.0,2023-03-06,SELF_TRANSFER
4351,acc_7934,EXTERNAL_TRANSFER,10.0,2021-05-17,EXTERNAL_TRANSFER
1165,acc_3288,ATM_CASH,131.88,2020-11-26,ATM_CASH
4313,acc_7896,UNCATEGORIZED,200.0,2022-06-13,UNCATEGORIZED
4830,acc_8413,WAL WAL-MART SUPER 410,45.75,2022-05-31,GROCERIES
3254,acc_6837,TEMU DE,24.69,2023-02-24,GENERAL_MERCHANDISE
3750,acc_7333,EXTERNAL_TRANSFER,20.0,2022-10-28,EXTERNAL_TRANSFER
4211,acc_7794,EXTERNAL_TRANSFER,740.99,2022-08-02,EXTERNAL_TRANSFER
2192,acc_5775,APPLE CASH 1INFINITELOOP,10.0,2022-06-25,GENERAL_MERCHANDISE
1934,acc_5399,DEBIT CARD PURCHASE DD DOORDASH SMASHBURG,30.1,2022-01-10,FOOD_AND_BEVERAGES
5844,acc_9427,LOAN,492.02,2021-06-14,LOAN
4731,acc_8314,UBER * PENDING,17.63,2021-12-18,TRAVEL
4756,acc_8339,EXTERNAL_TRANSFER,9.99,2022-01-25,EXTERNAL_TRANSFER
1094,acc_3099,SELF_TRANSFER,20000.0,2021-03-08,SELF_TRANSFER
2783,acc_6366,Kroger,7.31,2022-08-22,GROCERIES
4250,acc_7833,Subway XXXXX Peoria AZ                       01/11,10.88,2023-01-11,FOOD_AND_BEVERAGES
4194,acc_7777,SELF_TRANSFER,0.26,2021-02-08,SELF_TRANSFER
927,acc_2653,STOP & SHOP 061 NORWICH /CT PURCHASE W/ CASHBACK,28.49,2021-12-17,GROCERIES
4836,acc_8419,AUTOMOTIVE,20.0,2021-04-22,AUTOMOTIVE
869,acc_2508,UNCATEGORIZED,196.62,2022-11-28,UNCATEGORIZED
2220,acc_5803,ESSENTIAL_SERVICES,100.15,2022-06-17,ESSENTIAL_SERVICES
183,acc_521,CAFE MOKA - CHARLOTTE 12/26 PURCHASE,6.47,2020-12-28,FOOD_AND_BEVERAGES
4167,acc_7750,AUTOMOTIVE,3.79,2022-07-09,AUTOMOTIVE
2355,acc_5938,AUTOMOTIVE,355.23,2022-10-17,AUTOMOTIVE
3852,acc_7435,Cash App*Bri Johnso,20.0,2022-12-08,GENERAL_MERCHANDISE
3285,acc_6868,AUTOMOTIVE,8.77,2023-07-27,AUTOMOTIVE
3117,acc_6700,Visa Checking CASH APP*JACQUELINE XXXXXXXXXX CA Date 01/02/23 0 XXXXXXXXXX 0 XXXX Card 15 #XXXX,30.0,2023-01-03,GENERAL_MERCHANDISE
3414,acc_6997,Mr Happy Deli Corp,15.17,2022-12-08,FOOD_AND_BEVERAGES
2291,acc_5874,EXTERNAL_TRANSFER,0.02,2022-10-27,EXTERNAL_TRANSFER
884,acc_2552,ESSENTIAL_SERVICES,177.22,2021-04-19,ESSENTIAL_SERVICES
1246,acc_3512,EXTERNAL_TRANSFER,120.0,2023-01-12,EXTERNAL_TRANSFER
5601,acc_9184,Natural Grocers,8.58,2022-01-22,GROCERIES
5132,acc_8715,PURCHASE AUTHORIZED ON 08/20 ezetop XXXXXXXX 353-XXXXXXXX FL SXXXXXXXXXXXXXXX CARD XXXX,8.19,2021-08-23,FOOD_AND_BEVERAGES
1934,acc_5399,Starbucks,7.86,2021-09-03,FOOD_AND_BEVERAGES
2182,acc_5765,SELF_TRANSFER,0.01,2023-02-24,SELF_TRANSFER
646,acc_1879,INSURANCE,185.57,2023-02-16,INSURANCE
160,acc_468,PetSmart,72.18,2021-03-22,PETS
818,acc_2355,ENTERTAINMENT,5.99,2022-09-07,ENTERTAINMENT
4891,acc_8474,APPLE.COM/BILL XXX-XXX-XXXX CA               09/22,13.49,2022-09-23,GENERAL_MERCHANDISE
4183,acc_7766,POS PURCH : SAMSCLUB #XXXX   530,70.95,2021-12-21,GENERAL_MERCHANDISE
758,acc_2194,EXTERNAL_TRANSFER,11.0,2020-06-17,EXTERNAL_TRANSFER
4751,acc_8334,PURCHASE AUTHORIZED ON 11/27 JH CARNE EN VARA A MIAMI FL SXXXXXXXXXXXXXXX CARD XXXX,71.65,2021-11-29,FOOD_AND_BEVERAGES
4806,acc_8389,AUTOMOTIVE,21.33,2021-09-20,AUTOMOTIVE
5495,acc_9078,EXTERNAL_TRANSFER,50.0,2021-11-17,EXTERNAL_TRANSFER
2211,acc_5794,Amazon Digit*TD0NA0O amzn.com/bill WA 06/16,8.99,2022-06-17,GENERAL_MERCHANDISE
